id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-08-27 01:29:49,[3],0.088,False,1335,12247,69,3,1.3.2,1004669,0.03223937
dcrhive.com,mainnet,2022-06-23,2025-08-27 01:29:49,[3],1,False,277,28894,213,1,1.3.2+bec2d12a0,1004670,0.006687752000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-08-27 01:29:49,[3],0.9500000000000001,False,112,14498,97,320,1.3.2+bec2d12a0,1004669,0.002704726
decred.stake.fun,mainnet,2021-01-28,2025-08-27 01:29:49,[3],0.5,False,57,31491,193,46,1.3.1,1004669,0.0013765123
decredvoting.com,mainnet,2021-02-01,2025-08-27 01:29:49,[3],1,False,92,8076,52,1,1.3.2,1004670,0.002221203
stakey.net,mainnet,2020-10-22,2025-08-27 01:29:49,[3],1,False,319,35673,274,0,1.3.2+f79363a87,1004669,0.007703639000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-08-27 01:29:49,[3],0.6900000000000001,False,1489,329425,732,909,1.4.0-pre+5263bfc2e,1726042,0.21207805000000002
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-08-27 01:29:49,[3],0.30000000000000004,False,301,19038,116,1,1.4.0-pre+015cf707b,1004669,0.007268951300000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-08-27 01:29:49,[3],0.18,False,1132,26946,158,1,1.3.2+bec2d12a0,1004669,0.027337052
vsp.dcr.farm,mainnet,2020-12-09,2025-08-27 01:29:49,[3],0.5,False,724,15108,76,2,1.3.2,1004669,0.017484121000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2025-08-27 01:29:49,[3],0.49,False,835,20648,133,12,1.3.2+bec2d12a0,1004669,0.020164698
vsp.stakeminer.com,mainnet,2020-11-09,2025-08-27 01:29:49,[3],1,False,282,35163,228,0,1.3.2+81acb861c,1004669,0.006810114000000001
vspd.99split.com,mainnet,2020-11-17,2025-08-27 01:29:49,[3],0.099,True,3,33919,219,104,1.3.2,1004670,7.243052999999999e-05
vspd.bass.cf,mainnet,2022-05-01,2025-08-27 01:29:49,[3],0.2,False,225,28745,170,79,1.3.2,1004669,0.0054336013
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
