id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-08-25 01:28:54,[3],0.088,False,1313,12142,69,3,1.3.2,1004082,0.031926274000000004
dcrhive.com,mainnet,2022-06-23,2025-08-25 01:28:54,[3],1,False,274,28877,213,1,1.3.2+bec2d12a0,1004082,0.006662452
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-08-25 01:28:54,[3],0.9500000000000001,False,109,14491,97,320,1.3.2+bec2d12a0,1004082,0.0026503915
decred.stake.fun,mainnet,2021-01-28,2025-08-25 01:28:54,[3],0.5,False,55,31488,193,46,1.3.1,1004082,0.0013373535
decredvoting.com,mainnet,2021-02-01,2025-08-25 01:28:54,[3],1,False,92,8075,52,1,1.3.2,1004082,0.0022370277
stakey.net,mainnet,2020-10-22,2025-08-25 01:28:54,[3],1,False,327,35652,274,0,1.3.2+f79363a87,1004082,0.007951175000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-08-25 01:28:54,[3],0.6900000000000001,False,767,328077,729,909,1.4.0-pre+5263bfc2e,1724605,0.24028823
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-08-25 01:28:54,[3],0.30000000000000004,False,291,19012,116,1,1.4.0-pre+015cf707b,1004082,0.007075816
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-08-25 01:28:54,[3],0.18,False,1118,26884,158,1,1.3.2+bec2d12a0,1004082,0.027184749
vsp.dcr.farm,mainnet,2020-12-09,2025-08-25 01:28:54,[3],0.5,False,482,15070,75,2,1.3.2,1004082,0.01172008
vsp.decredcommunity.org,mainnet,2020-11-05,2025-08-25 01:28:54,[3],0.49,False,846,20598,133,12,1.3.2+bec2d12a0,1004082,0.020570928000000002
vsp.stakeminer.com,mainnet,2020-11-09,2025-08-25 01:28:54,[3],1,False,283,35141,228,0,1.3.2+81acb861c,1004082,0.0068812915
vspd.99split.com,mainnet,2020-11-17,2025-08-25 01:28:54,[3],0.099,True,5,33918,218,104,1.3.2,1004082,0.00012157758999999999
vspd.bass.cf,mainnet,2022-05-01,2025-08-25 01:28:55,[3],0.2,False,226,28733,170,79,1.3.2,1004082,0.0054953070000000005
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
