id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion
123.dcr.rocks,mainnet,2021-04-28,2022-12-04 02:14:54,[3],0.49,False,645,17956,109,1.1.0
big.decred.energy,mainnet,2022-05-01,2022-12-04 02:14:55,[3],0.6900000000000001,False,192,935,1,1.1.1
dcrhive.com,mainnet,2022-06-23,2022-12-04 02:14:54,[3],0.666,False,168,518,0,1.1.1
dcrpool.ibitlin.com,mainnet,2021-01-13,2022-12-04 02:14:55,[3],1,False,7,1178,9,1.1.0-pre
dcrvsp.dittrex.com,mainnet,2021-04-07,2022-12-04 02:14:55,[3],5,False,12,478,2,1.2.0-pre
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2022-12-04 02:14:55,[3],0.9500000000000001,False,261,7056,39,1.1.1
decredvoting.com,mainnet,2021-02-01,2022-12-04 02:14:55,[3],1,False,188,3025,23,1.1.1
stakey.net,mainnet,2020-10-22,2022-12-04 02:14:54,[3],1,False,270,25802,186,1.1.1
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2022-10-26 08:34:56,[3],10,False,0,73412,668,1.1.0-pre
teststakepool.decred.org,testnet,2020-06-01,2022-12-04 02:14:54,[3],3,False,3,213746,1029,1.1.1
ultravsp.uk,mainnet,2020-12-01,2022-12-04 02:14:55,[3],0.30000000000000004,False,1137,7185,26,1.1.1
vsp.coinmine.pl,mainnet,2021-01-28,2022-12-04 02:14:54,[3],0.5,False,283,26445,165,1.1.1
vsp.dcr.farm,mainnet,2020-12-09,2022-12-04 02:14:54,[3],0.9500000000000001,False,206,5679,35,1.1.0
vsp.decredcommunity.org,mainnet,2020-11-05,2022-12-04 02:14:54,[3],0.49,False,576,4941,17,1.1.1
vsp.stakeminer.com,mainnet,2020-11-09,2022-12-04 02:14:55,[3],1,False,589,20414,109,1.1.1
vspd-testnet.synergy-crypto.net,testnet,2021-05-01,2022-10-20 08:14:55,[3],1,True,0,68,2,1.1.1
vspd.99split.com,mainnet,2020-11-17,2022-12-04 02:14:55,[3],0.30000000000000004,False,1356,9822,40,1.1.1
vspd.bass.cf,mainnet,2022-05-01,2022-12-04 02:14:55,[3],0.2,False,855,2826,18,1.1.1
vspd.decredbrasil.com,mainnet,2020-11-22,2022-12-04 02:14:55,[3],5,False,79,1826,13,1.1.1
vspd.stakey.com,mainnet,2021-02-13,2022-10-03 23:19:55,[3],0.30000000000000004,False,1332,21042,101,1.1.0
vspd.synergy-crypto.net,mainnet,2021-06-10,2022-12-04 02:14:55,[3],0.75,True,6,887,3,1.1.1
