id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-10-07 01:27:23,[3],0.088,False,1267,14078,70,3,1.3.2,1016502,0.03091903
dcrhive.com,mainnet,2022-06-23,2025-10-07 01:27:23,[3],1,False,221,29259,220,1,1.3.2+bec2d12a0,1016502,0.0053931377
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-10-07 01:27:23,[3],0.9500000000000001,False,105,14654,98,320,1.3.2+bec2d12a0,1016501,0.0025626007
decred.stake.fun,mainnet,2021-01-28,2025-10-07 01:27:23,[3],0.5,False,70,31575,194,46,1.3.1,1016502,0.0017082337
decredvoting.com,mainnet,2021-02-01,2025-10-07 01:27:23,[3],1,False,555,8401,52,1,1.3.2,1016502,0.013543853000000002
stakey.net,mainnet,2020-10-22,2025-10-07 01:27:23,[3],1,False,206,36029,275,0,1.3.2+f79363a87,1016502,0.005027088000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-10-07 01:27:23,[3],0.6900000000000001,False,792,355084,789,910,1.4.0-pre+5263bfc2e,1755559,0.15037023
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-10-07 01:27:23,[3],0.30000000000000004,False,360,19590,119,1,1.4.0-pre+015cf707b,1016502,0.008785202
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-10-07 01:27:23,[3],0.18,False,927,28353,174,1,1.3.2+bec2d12a0,1016502,0.022621894
vsp.dcr.farm,mainnet,2020-12-09,2025-10-07 01:27:23,[3],0.5,False,214,15685,86,2,1.3.2,1016502,0.0052223145
vsp.decredcommunity.org,mainnet,2020-11-05,2025-10-07 01:27:23,[3],0.49,False,392,21517,136,12,1.3.2+bec2d12a0,1016502,0.009566109000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-10-07 01:27:23,[3],1,False,256,35536,231,0,1.3.2+81acb861c,1016502,0.0062472546
vspd.99split.com,mainnet,2020-11-17,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
vspd.bass.cf,mainnet,2022-05-01,2025-10-07 01:27:23,[3],0.2,False,278,29118,174,79,1.3.2,1016502,0.006784128
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
