id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-10-20 01:28:04,[3],0.088,False,1450,14694,70,3,1.3.2,1020205,0.03264222
dcrhive.com,mainnet,2022-06-23,2025-10-20 01:28:04,[3],1,False,272,29377,220,1,1.3.2+bec2d12a0,1020205,0.00612323
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-10-20 01:28:04,[3],0.9500000000000001,False,101,14700,99,320,1.3.2+bec2d12a0,1020204,0.0022734946000000002
decred.stake.fun,mainnet,2021-01-28,2025-10-20 01:28:04,[3],0.5,False,71,31599,194,46,1.3.1,1020205,0.0015983431000000002
decredvoting.com,mainnet,2021-02-01,2025-10-20 01:28:04,[3],1,False,558,8641,57,1,1.3.2,1020205,0.012561626000000001
stakey.net,mainnet,2020-10-22,2025-10-20 01:28:04,[3],1,False,208,36093,275,0,1.3.2+f79363a87,1019184,0.0047783140000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-10-20 01:28:04,[3],0.6900000000000001,False,489,360612,815,910,1.4.0-pre+5263bfc2e,1764920,0.09584477
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-10-20 01:28:04,[3],0.30000000000000004,False,355,19743,120,3,1.4.0-pre+015cf707b,1020205,0.007991715
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-10-20 01:28:04,[3],0.18,False,1059,28776,176,1,1.3.2+bec2d12a0,1020205,0.023840075000000002
vsp.dcr.farm,mainnet,2020-12-09,2025-10-20 01:28:04,[3],0.5,False,163,15768,89,2,1.3.2,1020205,0.0036694356
vsp.decredcommunity.org,mainnet,2020-11-05,2025-10-20 01:28:04,[3],0.49,False,442,21689,139,12,1.3.2+bec2d12a0,1020204,0.009949353000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-10-20 01:28:04,[3],1,False,271,35665,232,0,1.3.2+81acb861c,1020205,0.006100718000000001
vspd.99split.com,mainnet,2020-11-17,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
vspd.bass.cf,mainnet,2022-05-01,2025-10-20 01:28:04,[3],0.2,False,274,29251,174,79,1.3.2,1020205,0.0061682537
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
