id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-10-13 01:30:50,[3],0.088,False,1447,14349,70,3,1.3.2,1018212,0.037151147
dcrhive.com,mainnet,2022-06-23,2025-10-13 01:30:50,[3],1,False,261,29319,220,1,1.3.2+bec2d12a0,1018212,0.006701071
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-10-13 01:30:50,[3],0.9500000000000001,False,108,14675,98,320,1.3.2+bec2d12a0,1018212,0.0027728567
decred.stake.fun,mainnet,2021-01-28,2025-10-13 01:30:50,[3],0.5,False,81,31586,194,46,1.3.1,1018212,0.0020796426000000002
decredvoting.com,mainnet,2021-02-01,2025-10-13 01:30:50,[3],1,False,616,8508,54,1,1.3.2,1018212,0.015815554000000002
stakey.net,mainnet,2020-10-22,2025-10-13 01:30:50,[3],1,False,209,36075,275,0,1.3.2+f79363a87,1018212,0.0053659915
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-10-13 01:30:50,[3],0.6900000000000001,False,662,357958,807,910,1.4.0-pre+5263bfc2e,1759880,0.12960063
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-10-13 01:30:50,[3],0.30000000000000004,False,373,19648,119,2,1.4.0-pre+015cf707b,1018212,0.009576626000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-10-13 01:30:50,[3],0.18,False,924,28546,174,1,1.3.2+bec2d12a0,1018212,0.02372333
vsp.dcr.farm,mainnet,2020-12-09,2025-10-13 01:30:50,[3],0.5,False,193,15730,87,2,1.3.2,1018212,0.0049551977
vsp.decredcommunity.org,mainnet,2020-11-05,2025-10-13 01:30:50,[3],0.49,False,403,21596,137,12,1.3.2+bec2d12a0,1018212,0.010346863000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-10-13 01:30:50,[3],1,False,275,35596,232,0,1.3.2+81acb861c,1018212,0.007060515000000001
vspd.99split.com,mainnet,2020-11-17,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
vspd.bass.cf,mainnet,2022-05-01,2025-10-13 01:30:51,[3],0.2,False,295,29179,174,79,1.3.2,1018212,0.007574007000000001
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
