id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-09-17 01:27:49,[3],0.088,False,1264,13173,69,3,1.3.2,1010686,0.030634997
dcrhive.com,mainnet,2022-06-23,2025-09-17 01:27:48,[3],1,False,277,29090,216,1,1.3.2+bec2d12a0,1010686,0.006713524
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-09-17 01:27:49,[3],0.9500000000000001,False,101,14581,98,320,1.3.2+bec2d12a0,1010683,0.0024473576
decred.stake.fun,mainnet,2021-01-28,2025-09-17 01:27:48,[3],0.5,False,70,31526,194,46,1.3.1,1010687,0.0016967640000000001
decredvoting.com,mainnet,2021-02-01,2025-09-17 01:27:49,[3],1,False,68,8142,52,1,1.3.2,1010687,0.0016482851
stakey.net,mainnet,2020-10-22,2025-09-17 01:27:48,[3],1,False,247,35858,275,0,1.3.2+f79363a87,1010686,0.0059864274
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-09-17 01:27:48,[3],0.6900000000000001,False,657,338728,754,910,1.4.0-pre+5263bfc2e,1741158,0.13307677
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-09-17 01:27:48,[3],0.30000000000000004,False,354,19298,118,1,1.4.0-pre+015cf707b,1010686,0.008579738
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-09-17 01:27:48,[3],0.18,False,911,27748,166,1,1.3.2+bec2d12a0,1010686,0.022079496
vsp.dcr.farm,mainnet,2020-12-09,2025-09-17 01:27:48,[3],0.5,False,395,15469,80,2,1.3.2,1010686,0.009573436000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2025-09-17 01:27:48,[3],0.49,False,510,21216,134,12,1.3.2+bec2d12a0,1010686,0.01236064
vsp.stakeminer.com,mainnet,2020-11-09,2025-09-17 01:27:49,[3],1,False,275,35349,229,0,1.3.2+81acb861c,1010686,0.006665051000000001
vspd.99split.com,mainnet,2020-11-17,2025-09-17 01:27:49,[3],0.099,True,0,33920,221,104,1.3.2,1010687,0
vspd.bass.cf,mainnet,2022-05-01,2025-09-17 01:27:49,[3],0.2,False,295,28903,171,79,1.3.2,1010686,0.007149782
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
