id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-09-08 01:30:55,[3],0.088,False,1386,12776,69,3,1.3.2,1008108,0.033367842
dcrhive.com,mainnet,2022-06-23,2025-09-08 01:30:54,[3],1,False,294,29005,214,1,1.3.2+bec2d12a0,1008108,0.007078027000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-09-08 01:30:55,[3],0.9500000000000001,False,119,14545,97,320,1.3.2+bec2d12a0,1008108,0.0028649156
decred.stake.fun,mainnet,2021-01-28,2025-09-08 01:30:54,[3],0.5,False,71,31511,193,46,1.3.1,1008108,0.0017093194
decredvoting.com,mainnet,2021-02-01,2025-09-08 01:30:55,[3],1,False,84,8111,52,1,1.3.2,1008108,0.0020222934000000002
stakey.net,mainnet,2020-10-22,2025-09-08 01:30:54,[3],1,False,292,35776,274,0,1.3.2+f79363a87,1008108,0.007029877
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-09-08 01:30:54,[3],0.6900000000000001,False,192,335990,748,910,1.4.0-pre+5263bfc2e,1734684,0.03536563
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-09-08 01:30:54,[3],0.30000000000000004,False,412,19193,116,1,1.4.0-pre+015cf707b,1008108,0.009918868
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-09-08 01:30:54,[3],0.18,False,1062,27412,165,1,1.3.2+bec2d12a0,1008108,0.025567567000000003
vsp.dcr.farm,mainnet,2020-12-09,2025-09-08 01:30:54,[3],0.5,False,513,15344,79,2,1.3.2,1008108,0.012350434
vsp.decredcommunity.org,mainnet,2020-11-05,2025-09-08 01:30:55,[3],0.49,False,653,21019,134,12,1.3.2+bec2d12a0,1008108,0.015720924
vsp.stakeminer.com,mainnet,2020-11-09,2025-09-08 01:30:55,[3],1,False,272,35283,228,0,1.3.2+81acb861c,1008108,0.0065483786
vspd.99split.com,mainnet,2020-11-17,2025-09-08 01:30:55,[3],0.099,True,2,33920,219,104,1.3.2,1008108,4.8149843e-05
vspd.bass.cf,mainnet,2022-05-01,2025-09-08 01:30:55,[3],0.2,False,258,28822,171,79,1.3.2,1008108,0.0062113297000000005
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
