id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-09-09 01:31:08,[3],0.088,False,1380,12821,69,3,1.3.2,1008393,0.033118144
dcrhive.com,mainnet,2022-06-23,2025-09-09 01:31:08,[3],1,False,285,29019,214,1,1.3.2+bec2d12a0,1008393,0.006839617
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-09-09 01:31:08,[3],0.9500000000000001,False,115,14551,97,320,1.3.2+bec2d12a0,1008393,0.0027598455
decred.stake.fun,mainnet,2021-01-28,2025-09-09 01:31:08,[3],0.5,False,68,31515,193,46,1.3.1,1008393,0.0016319086
decredvoting.com,mainnet,2021-02-01,2025-09-09 01:31:08,[3],1,False,85,8117,52,1,1.3.2,1008393,0.0020398858000000002
stakey.net,mainnet,2020-10-22,2025-09-09 01:31:08,[3],1,False,287,35793,274,0,1.3.2+f79363a87,1008393,0.0068876143
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-09-09 01:31:08,[3],0.6900000000000001,False,88,336094,748,910,1.4.0-pre+5263bfc2e,1735404,0.01811818
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-09-09 01:31:08,[3],0.30000000000000004,False,408,19209,118,1,1.4.0-pre+015cf707b,1008393,0.009791451500000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-09-09 01:31:08,[3],0.18,False,1072,27448,165,1,1.3.2+bec2d12a0,1008393,0.025726559000000003
vsp.dcr.farm,mainnet,2020-12-09,2025-09-09 01:31:08,[3],0.5,False,507,15354,79,2,1.3.2,1008393,0.012167319000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2025-09-09 01:31:08,[3],0.49,False,634,21045,134,12,1.3.2+bec2d12a0,1008393,0.015215148000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-09-09 01:31:08,[3],1,False,274,35290,228,0,1.3.2+81acb861c,1008393,0.0065756320000000005
vspd.99split.com,mainnet,2020-11-17,2025-09-09 01:31:08,[3],0.099,True,2,33920,219,104,1.3.2,1008393,4.7997313e-05
vspd.bass.cf,mainnet,2022-05-01,2025-09-09 01:31:08,[3],0.2,False,270,28828,171,79,1.3.2,1008393,0.006479637000000001
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
