id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-09-04 01:29:29,[3],0.088,False,1346,12595,69,3,1.3.2,1006945,0.033283055
dcrhive.com,mainnet,2022-06-23,2025-09-04 01:29:29,[3],1,False,278,28969,214,1,1.3.2+bec2d12a0,1006945,0.0068742116
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-09-04 01:29:29,[3],0.9500000000000001,False,112,14535,97,320,1.3.2+bec2d12a0,1006945,0.0027694667
decred.stake.fun,mainnet,2021-01-28,2025-09-04 01:29:29,[3],0.5,False,69,31506,193,46,1.3.1,1006945,0.0017061892000000002
decredvoting.com,mainnet,2021-02-01,2025-09-04 01:29:29,[3],1,False,87,8097,52,1,1.3.2,1006945,0.002151282
stakey.net,mainnet,2020-10-22,2025-09-04 01:29:29,[3],1,False,291,35747,274,0,1.3.2+f79363a87,1006945,0.0071956680000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-09-04 01:29:29,[3],0.6900000000000001,False,471,334500,742,910,1.4.0-pre+5263bfc2e,1731804,0.09343384
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-09-04 01:29:29,[3],0.30000000000000004,False,377,19134,116,1,1.4.0-pre+015cf707b,1006945,0.009322222
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-09-04 01:29:29,[3],0.18,False,1053,27268,161,1,1.3.2+bec2d12a0,1006945,0.026037931
vsp.dcr.farm,mainnet,2020-12-09,2025-09-04 01:29:29,[3],0.5,False,575,15266,79,2,1.3.2,1006945,0.014218244000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2025-09-04 01:29:29,[3],0.49,False,747,20907,134,12,1.3.2+bec2d12a0,1006945,0.018471353000000003
vsp.stakeminer.com,mainnet,2020-11-09,2025-09-04 01:29:29,[3],1,False,278,35244,228,0,1.3.2+81acb861c,1006945,0.0068742116
vspd.99split.com,mainnet,2020-11-17,2025-09-04 01:29:29,[3],0.099,True,2,33920,219,104,1.3.2,1006945,4.945476e-05
vspd.bass.cf,mainnet,2022-05-01,2025-09-04 01:29:30,[3],0.2,False,250,28793,171,79,1.3.2,1006945,0.006181845
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
