id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-09-25 01:27:23,[3],0.088,False,1376,13521,70,3,1.3.2,1013002,0.033389144
dcrhive.com,mainnet,2022-06-23,2025-09-21 07:42:03,[3],1,False,270,29120,216,1,1.3.2+bec2d12a0,1011944,0.0069316080000000006
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-09-25 01:27:23,[3],0.9500000000000001,False,109,14614,98,320,1.3.2+bec2d12a0,1013001,0.002644604
decred.stake.fun,mainnet,2021-01-28,2025-09-25 01:27:22,[3],0.5,False,67,31548,194,46,1.3.1,1013003,0.0016255034
decredvoting.com,mainnet,2021-02-01,2025-09-25 01:27:23,[3],1,False,504,8176,52,1,1.3.2,1013003,0.0122276675
stakey.net,mainnet,2020-10-22,2025-09-25 01:27:22,[3],1,False,250,35927,275,0,1.3.2+f79363a87,1013003,0.0060653114000000004
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-09-25 01:27:22,[3],0.6900000000000001,False,2094,344675,762,910,1.4.0-pre+5263bfc2e,1746922,0.31263062
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-09-25 01:27:22,[3],0.30000000000000004,False,391,19411,118,1,1.4.0-pre+015cf707b,1013003,0.009486147
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-09-25 01:27:22,[3],0.18,False,1035,27976,166,1,1.3.2+bec2d12a0,1013002,0.025114654
vsp.dcr.farm,mainnet,2020-12-09,2025-09-25 01:27:22,[3],0.5,False,303,15578,82,2,1.3.2,1013002,0.0073524057
vsp.decredcommunity.org,mainnet,2020-11-05,2025-09-25 01:27:23,[3],0.49,False,478,21345,135,12,1.3.2+bec2d12a0,1013002,0.011598845
vsp.stakeminer.com,mainnet,2020-11-09,2025-09-25 01:27:23,[3],1,False,283,35424,229,0,1.3.2+81acb861c,1013003,0.006865932000000001
vspd.99split.com,mainnet,2020-11-17,2025-09-25 01:27:23,[3],0.099,True,0,33920,221,104,1.3.2,1013002,0
vspd.bass.cf,mainnet,2022-05-01,2025-09-25 01:27:23,[3],0.2,False,319,28984,171,79,1.3.2,1013003,0.007739337000000001
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
