id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-07-14 01:28:30,[3],0.088,False,1207,10319,68,3,1.3.2,992009,0.02959639
dcrhive.com,mainnet,2022-06-23,2025-07-14 01:28:30,[3],1,False,281,28462,211,1,1.3.2+bec2d12a0,992009,0.0068902946
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-07-14 01:28:30,[3],0.9500000000000001,False,126,14327,97,320,1.3.2+bec2d12a0,992009,0.0030895984
decred.stake.fun,mainnet,2021-01-28,2025-07-14 01:28:30,[3],0.5,False,60,31417,192,46,1.3.1,992009,0.0014712373000000001
decredvoting.com,mainnet,2021-02-01,2025-07-14 01:28:30,[3],1,False,254,7842,52,1,1.3.2,992009,0.0062282380000000005
stakey.net,mainnet,2020-10-22,2025-07-14 01:28:30,[3],1,False,330,35187,270,0,1.3.2+f79363a87,992009,0.0080918055
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-07-14 01:28:30,[3],0.6900000000000001,False,1044,299997,657,897,1.4.0-pre+b0fb5469c,1694346,0.19686969999999998
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-07-14 01:28:30,[3],0.30000000000000004,False,273,18644,114,1,1.4.0-pre+015cf707b,992009,0.0066941297
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-07-14 01:28:30,[3],0.18,False,1207,25180,146,1,1.3.2+bec2d12a0,992009,0.02959639
vsp.dcr.farm,mainnet,2020-12-09,2025-07-14 01:28:30,[3],0.5,False,438,14643,69,2,1.3.2,992009,0.010740032
vsp.decredcommunity.org,mainnet,2020-11-05,2025-07-14 01:28:30,[3],0.49,False,307,19764,126,12,1.3.2+bec2d12a0,992009,0.0075278310000000005
vsp.stakeminer.com,mainnet,2020-11-09,2025-07-14 01:28:30,[3],1,False,208,34809,225,0,1.3.2+81acb861c,992009,0.0051002894
vspd.99split.com,mainnet,2020-11-17,2025-07-14 01:28:30,[3],0.099,True,48,33883,210,104,1.3.2,992009,0.0011769899000000001
vspd.bass.cf,mainnet,2022-05-01,2025-07-14 01:28:30,[3],0.2,False,228,28398,165,79,1.3.2,992009,0.005590702
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
