id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-07-06 01:30:51,[3],0.088,False,1249,9967,68,3,1.3.2,989618,0.030352369
dcrhive.com,mainnet,2022-06-23,2025-07-06 01:30:51,[3],1,False,310,28387,210,1,1.3.2+bec2d12a0,989618,0.0075334143
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-07-06 01:30:51,[3],0.9500000000000001,False,109,14287,97,320,1.3.2+bec2d12a0,989618,0.0026488458
decred.stake.fun,mainnet,2021-01-28,2025-07-06 01:30:51,[3],0.5,False,55,31404,192,46,1.3.1,989618,0.0013365735000000001
decredvoting.com,mainnet,2021-02-01,2025-07-06 01:30:51,[3],1,False,319,7763,52,1,1.3.2,989618,0.0077521265
stakey.net,mainnet,2020-10-22,2025-07-06 01:30:51,[3],1,False,190,35129,270,0,1.3.2+f79363a87,989618,0.004617254
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-07-06 01:30:51,[3],0.6900000000000001,False,1073,294263,643,897,1.4.0-pre+b0fb5469c,1688586,0.22752333
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-07-06 01:30:51,[3],0.30000000000000004,False,268,18576,114,1,1.4.0-pre+015cf707b,989618,0.0065127583
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-07-06 01:30:51,[3],0.18,False,1424,24796,144,1,1.3.2+bec2d12a0,989618,0.034605104000000005
vsp.dcr.farm,mainnet,2020-12-09,2025-07-06 01:30:51,[3],0.5,False,542,14493,65,2,1.3.2,989618,0.0131713245
vsp.decredcommunity.org,mainnet,2020-11-05,2025-07-06 01:30:51,[3],0.49,False,341,19660,126,12,1.3.2+bec2d12a0,989618,0.0082867555
vsp.stakeminer.com,mainnet,2020-11-09,2025-07-06 01:30:51,[3],1,False,193,34757,225,0,1.3.2+81acb861c,989618,0.004690158000000001
vspd.99split.com,mainnet,2020-11-17,2025-07-06 01:30:51,[3],0.099,True,62,33872,207,104,1.3.2,989618,0.0015066828000000001
vspd.bass.cf,mainnet,2022-05-01,2025-07-06 01:30:51,[3],0.2,False,250,28314,164,79,1.3.2,989618,0.0060753343000000005
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
