id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-07-16 01:30:26,[3],0.088,False,1217,10394,68,3,1.3.2,992568,0.029824045
dcrhive.com,mainnet,2022-06-23,2025-07-16 01:30:26,[3],1,False,282,28479,211,1,1.3.2+bec2d12a0,992568,0.0069107483
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-07-16 01:30:26,[3],0.9500000000000001,False,124,14338,97,320,1.3.2+bec2d12a0,992568,0.003038769
decred.stake.fun,mainnet,2021-01-28,2025-07-16 01:30:26,[3],0.5,False,57,31420,192,46,1.3.1,992568,0.0013968534000000001
decredvoting.com,mainnet,2021-02-01,2025-07-16 01:30:27,[3],1,False,241,7857,52,1,1.3.2,992568,0.005905994
stakey.net,mainnet,2020-10-22,2025-07-16 01:30:25,[3],1,False,368,35206,271,0,1.3.2+f79363a87,992568,0.009018281500000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-07-16 01:30:26,[3],0.6900000000000001,False,1199,301238,658,897,1.4.0-pre+b0fb5469c,1695753,0.18751955
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-07-16 01:30:26,[3],0.30000000000000004,False,276,18658,114,1,1.4.0-pre+015cf707b,992568,0.006763711
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-07-16 01:30:26,[3],0.18,False,1163,25267,147,1,1.3.2+bec2d12a0,992569,0.02849722
vsp.dcr.farm,mainnet,2020-12-09,2025-07-16 01:30:26,[3],0.5,False,415,14677,69,2,1.3.2,992570,0.010169824000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2025-07-16 01:30:26,[3],0.49,False,302,19782,127,12,1.3.2+bec2d12a0,992568,0.0074008727
vsp.stakeminer.com,mainnet,2020-11-09,2025-07-16 01:30:26,[3],1,False,203,34824,225,0,1.3.2+81acb861c,992568,0.0049747587
vspd.99split.com,mainnet,2020-11-17,2025-07-16 01:30:26,[3],0.099,True,45,33885,211,104,1.3.2,992568,0.0011027791
vspd.bass.cf,mainnet,2022-05-01,2025-07-16 01:30:26,[3],0.2,False,223,28415,165,79,1.3.2,992568,0.0054648826
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
