id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-07-24 01:31:13,[3],0.088,False,1248,10724,68,3,1.3.2,994862,0.030404171
dcrhive.com,mainnet,2022-06-23,2025-07-24 01:31:13,[3],1,False,292,28551,211,1,1.3.2+bec2d12a0,994862,0.007113796
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-07-24 01:31:13,[3],0.9500000000000001,False,113,14379,97,320,1.3.2+bec2d12a0,994862,0.0027529418
decred.stake.fun,mainnet,2021-01-28,2025-07-24 01:31:13,[3],0.5,False,48,31431,192,46,1.3.1,994862,0.0011693912
decredvoting.com,mainnet,2021-02-01,2025-07-24 01:31:13,[3],1,False,189,7923,52,1,1.3.2,994862,0.004604478
stakey.net,mainnet,2020-10-22,2025-07-24 01:31:13,[3],1,False,368,35305,271,0,1.3.2+f79363a87,994862,0.008965332000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-07-24 01:31:13,[3],0.6900000000000001,False,994,306630,672,897,1.4.0-pre+b0fb5469c,1701191,0.19425444
teststakepool.decred.org,testnet,2020-06-01,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
ultravsp.uk,mainnet,2020-12-01,2025-07-24 01:31:13,[3],0.30000000000000004,False,245,18738,114,1,1.4.0-pre+015cf707b,994862,0.0059687677000000005
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-07-24 01:31:13,[3],0.18,False,1170,25616,150,1,1.3.2+bec2d12a0,994862,0.02850391
vsp.dcr.farm,mainnet,2020-12-09,2025-07-24 01:31:13,[3],0.5,False,339,14795,70,2,1.3.2,994862,0.008258825000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2025-07-24 01:31:13,[3],0.49,False,407,19872,128,12,1.3.2+bec2d12a0,994862,0.009915463000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-07-24 01:31:13,[3],1,False,254,34875,225,0,1.3.2+81acb861c,994862,0.0061880285000000005
vspd.99split.com,mainnet,2020-11-17,2025-07-24 01:31:13,[3],0.099,True,35,33894,212,104,1.3.2,994862,0.00085268106
vspd.bass.cf,mainnet,2022-05-01,2025-07-24 01:31:15,[3],0.2,False,250,28488,165,79,1.3.2,994862,0.0060905790000000005
vspd.decredbrasil.com,mainnet,2020-11-22,1970-01-01 00:00:00,,0,False,0,0,0,0,,0,0
